mean,median,lower,upper,t,date,variable,predictive_lower,predictive_upper
0.4982634103996717,0.4893603408032704,0.07346683133887749,0.9302442730902488,1,2022-06-01,CARt,NaN,NaN
0.5059132597247074,0.5190205493000168,0.07848676851359433,0.9288242417820893,2,2022-06-02,CARt,NaN,NaN
0.495413093585411,0.49797805568953196,0.06823610002723136,0.9286953752537436,3,2022-06-03,CARt,NaN,NaN
0.4427251789607581,0.4177800828276722,0.08181115042751282,0.8973349752168631,4,2022-06-04,CARt,NaN,NaN
0.5042902032112861,0.4924498677829902,0.07734954331204827,0.9288019758292761,5,2022-06-05,CARt,NaN,NaN
0.5137557343934662,0.5475147849055685,0.07306810394598416,0.9230520413435989,6,2022-06-06,CARt,NaN,NaN
0.5167542855322182,0.47003789004540086,0.0562084989411529,0.923078109275884,7,2022-06-07,CARt,NaN,NaN
0.5226382937757916,0.595089829933095,0.08584232499059394,0.909624884631968,8,2022-06-08,CARt,NaN,NaN
0.47188154193354015,0.49907898813474055,0.07608806997408957,0.9158542856163935,9,2022-06-09,CARt,NaN,NaN
0.4764186143103588,0.41315687151425873,0.07225071289668517,0.9432183694913651,10,2022-06-10,CARt,NaN,NaN
0.5500823727265193,0.5484817862452706,0.08685559112230265,0.913575866509116,11,2022-06-11,CARt,NaN,NaN
0.4859072478781635,0.3834682677603598,0.08256086833251997,0.9376919323989787,12,2022-06-12,CARt,NaN,NaN
0.5103677380618179,0.4414631341738424,0.10717513114596815,0.9058239383843049,13,2022-06-13,CARt,NaN,NaN
0.439350729409636,0.4584026125323982,0.11891922101851495,0.9102092205156253,14,2022-06-14,CARt,NaN,NaN
0.6455484388077983,0.7185456929600582,0.21776605600816762,0.9354336918297771,15,2022-06-15,CARt,NaN,NaN
0.5855758337747903,0.6144007088937254,0.06564620660559481,0.9216410865555222,16,2022-06-16,CARt,NaN,NaN
0.5540623755193944,0.6349034584933482,0.11445887064457655,0.75392105577181,17,2022-06-17,CARt,NaN,NaN
0.6770143288818248,0.766345826671385,0.18400160743415694,0.9254951974225049,18,2022-06-18,CARt,NaN,NaN
0.5838784049612417,0.6446859461469815,0.07553009107086724,0.9050399595161539,19,2022-06-19,CARt,NaN,NaN
0.6074139144017998,0.5536781804580143,0.15126165127864594,0.9469955326159848,20,2022-06-20,CARt,NaN,NaN
0.5963186305103914,0.4648976553997143,0.18622800023669323,0.9134689775202722,21,2022-06-21,CARt,NaN,NaN
0.7418003655070846,0.7302925273251708,0.06286119122186887,0.8855624008960836,22,2022-06-22,CARt,NaN,NaN
0.498753579933988,0.5323588571795544,0.1488477401347033,0.7205509400273016,23,2022-06-23,CARt,NaN,NaN
0.6078603203549032,0.5747502684341398,0.28779156808952316,0.8495927551835525,24,2022-06-24,CARt,NaN,NaN
0.413648173798809,0.4009962966306138,0.16574336049201638,0.8701806989053628,25,2022-06-25,CARt,NaN,NaN
0.6289594887400294,0.613182658476743,0.3932944065761614,0.9011446020765335,26,2022-06-26,CARt,NaN,NaN
0.3973737687434205,0.46521101256183783,0.146445076101058,0.8821365137590662,27,2022-06-27,CARt,NaN,NaN
0.39207895954767563,0.2917656143711046,0.1586898700095501,0.8131969753235357,28,2022-06-28,CARt,NaN,NaN
0.4771214239682431,0.3523653579809341,0.07171744237723333,0.860773514225788,29,2022-06-29,CARt,NaN,NaN
0.17073138114357783,0.1786987923605055,0.14408551220815563,0.2071316126604104,30,2022-06-30,CARt,NaN,NaN
0.17625047738235108,0.18718060013748944,0.13816070594819188,0.2133551106773891,31,2022-07-01,CARt,NaN,NaN
0.17426228229143487,0.17806387265837662,0.14321263968520814,0.19971686610272782,32,2022-07-02,CARt,NaN,NaN
0.1756161319659905,0.17740048772896783,0.14264158329763607,0.20004479027309863,33,2022-07-03,CARt,NaN,NaN
0.17701100196380948,0.17830543215205324,0.1454352011931774,0.1991088623052551,34,2022-07-04,CARt,NaN,NaN
0.182565958877697,0.18054637100567092,0.15095274550550764,0.20579085997295948,35,2022-07-05,CARt,NaN,NaN
0.19101140555222337,0.19405374963437783,0.1606310499936351,0.21552356524870725,36,2022-07-06,CARt,NaN,NaN
0.1940648598570173,0.19328961891710947,0.16653235682789563,0.2179085768809196,37,2022-07-07,CARt,NaN,NaN
0.19930511043669524,0.19993956640353155,0.17067779414354575,0.22482859152560303,38,2022-07-08,CARt,NaN,NaN
0.2022761327216356,0.2053497561475145,0.17317602831745815,0.23428417519911407,39,2022-07-09,CARt,NaN,NaN
0.2041019117314585,0.20443259411478115,0.17475596908077934,0.23147508389005472,40,2022-07-10,CARt,NaN,NaN
0.20469175586762833,0.2034640155836716,0.17638293119314657,0.23154968493233039,41,2022-07-11,CARt,NaN,NaN
0.20823436075646715,0.20808387905621967,0.18028889162460185,0.2329915973916652,42,2022-07-12,CARt,NaN,NaN
0.21368303227592994,0.21387598991819723,0.1855697756468758,0.24003398473511584,43,2022-07-13,CARt,NaN,NaN
0.2175211817932543,0.2166421358144509,0.1898721910381837,0.24408290880720893,44,2022-07-14,CARt,NaN,NaN
0.2175939112779342,0.21681272645759903,0.18920438107300755,0.24570309013845118,45,2022-07-15,CARt,NaN,NaN
0.21581144916106226,0.21525364608509073,0.18490960391193415,0.24486386636531768,46,2022-07-16,CARt,NaN,NaN
0.21617743295807987,0.21607063737177465,0.18550291281705758,0.2457259235651749,47,2022-07-17,CARt,NaN,NaN
0.21851697753141922,0.21853341822873337,0.18736676809894653,0.2505674738702968,48,2022-07-18,CARt,NaN,NaN
0.2230134031599918,0.22236798099053043,0.19217433105370968,0.2527540178262215,49,2022-07-19,CARt,NaN,NaN
0.22764601275319976,0.22713340674202614,0.1947137045498259,0.258519131082398,50,2022-07-20,CARt,NaN,NaN
0.22984523616651265,0.2297143915733322,0.197968332929685,0.2612256514987402,51,2022-07-21,CARt,NaN,NaN
0.2308162403858664,0.23087096746681374,0.20000444427366332,0.2621413258816544,52,2022-07-22,CARt,NaN,NaN
0.23245153678264235,0.2324984096575186,0.20083044184842924,0.26308662567036806,53,2022-07-23,CARt,NaN,NaN
0.23448019364822595,0.23410908825297197,0.20373737715262083,0.2648212152551168,54,2022-07-24,CARt,NaN,NaN
0.23557270256796783,0.23533730753702695,0.2040983401833259,0.2666203706596304,55,2022-07-25,CARt,NaN,NaN
0.23697531282916193,0.2365921768770706,0.20599586916365087,0.270584884140655,56,2022-07-26,CARt,NaN,NaN
0.23834667842850074,0.23802583150095924,0.20607372041898125,0.2691262205106109,57,2022-07-27,CARt,NaN,NaN
0.2418538076561167,0.24127200058152315,0.2104521089427709,0.2730864309931752,58,2022-07-28,CARt,NaN,NaN
0.2407324943970808,0.24018240578697977,0.2095334309248856,0.27411480333638455,59,2022-07-29,CARt,NaN,NaN
0.2399924252046925,0.23958359118987566,0.21079303357935106,0.2746062106665417,60,2022-07-30,CARt,NaN,NaN
0.24045421112657547,0.24011012380655952,0.20963721534433805,0.2727385132685983,61,2022-07-31,CARt,NaN,NaN
0.2403523875768817,0.24098360285933815,0.20837957000662008,0.2725453159508838,62,2022-08-01,CARt,NaN,NaN
0.24056708727419596,0.2401251792398505,0.2102556385608752,0.2755874778876917,63,2022-08-02,CARt,NaN,NaN
0.24257103030623708,0.2420740470133899,0.2118891386160879,0.27711623876761693,64,2022-08-03,CARt,NaN,NaN
0.24408153976171768,0.24439393214095018,0.21236354887835382,0.2811396228156177,65,2022-08-04,CARt,NaN,NaN
0.24499534257050343,0.2442244685139598,0.21292285160312613,0.28122220256469005,66,2022-08-05,CARt,NaN,NaN
0.23994087153501284,0.24003660045655414,0.20965153452377044,0.2762588498375299,67,2022-08-06,CARt,NaN,NaN
0.24121444186682384,0.24070704984868035,0.2103627353527087,0.2783117257215939,68,2022-08-07,CARt,NaN,NaN
0.24353132839739577,0.24290689689592163,0.20967402083435702,0.27980057543447534,69,2022-08-08,CARt,NaN,NaN
0.24328777609150062,0.24302830413474463,0.20783747255763713,0.2779658763039742,70,2022-08-09,CARt,NaN,NaN
